action	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41
20	1.0	0.2	1.0	0.06136	0.05	0.05	0.26666666666666666	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.043333333333333335	-0.005839999999999998	-0.009999999999999995	0.05	0.26666666666666666	-0.1	-0.016666666666666663	0.0	-0.025	0.0	0.0	0.0	0.0	0.043333333333333335	-0.005839999999999998	-0.009999999999999995	0.05	0.26666666666666666	-0.1	-0.016666666666666663	0.0	-0.025	0.0	0.0	0.0	0.0	0.043333333333333335
12	1.0	0.2	1.0	0.06136	0.05	0.05	0.26666666666666666	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.016666666666666666	-0.005839999999999998	-0.009999999999999995	0.05	0.26666666666666666	-0.1	-0.016666666666666663	0.0	-0.025	0.0	0.0	0.0	0.0	0.016666666666666666	-0.005839999999999998	-0.009999999999999995	0.05	0.26666666666666666	-0.1	-0.016666666666666663	0.0	-0.025	0.0	0.0	0.0	0.0	0.016666666666666666
11	1.0	0.2	1.0	0.06144	0.05	0.03	0.26666666666666666	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.013333333333333334	-0.005759999999999994	-0.009999999999999995	0.03	0.26666666666666666	-0.1	-0.016666666666666663	0.0	-0.025	0.0	0.0	0.0	0.0	0.013333333333333334	-0.005759999999999994	-0.009999999999999995	0.03	0.26666666666666666	-0.1	-0.016666666666666663	0.0	-0.025	0.0	0.0	0.0	0.0	0.013333333333333334
9	1.0	0.2	1.0	0.06148	0.05	0.02	0.26666666666666666	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.006666666666666667	-0.005719999999999996	-0.009999999999999995	0.02	0.26666666666666666	-0.1	-0.016666666666666663	0.0	-0.025	0.0	0.0	0.0	0.0	0.006666666666666667	-0.005719999999999996	-0.009999999999999995	0.02	0.26666666666666666	-0.1	-0.016666666666666663	0.0	-0.025	0.0	0.0	0.0	0.0	0.006666666666666667
20	1.0	0.2	1.0	0.0672	0.08	0.12	0.23333333333333334	0.2	0.08333333333333333	0.0	0.0625	0.0	0.3025	1.0	0.0	0.16666666666666666	0.005719999999999996	0.04	0.12	0.23333333333333334	0.1	0.016666666666666663	0.0	0.025	0.0	0.0	0.0	0.0	0.16666666666666666	0.005719999999999996	0.04	0.12	0.23333333333333334	0.1	0.016666666666666663	0.0	0.025	0.0	0.0	0.0	0.0	0.16666666666666666
20	1.0	0.2	1.0	0.0672	0.08	0.12	0.23333333333333334	0.2	0.08333333333333333	0.0	0.0625	0.0	0.3025	1.0	0.0	0.1	0.005719999999999996	0.04	0.12	0.23333333333333334	0.1	0.016666666666666663	0.0	0.025	0.0	0.0	0.0	0.0	0.1	0.005719999999999996	0.04	0.12	0.23333333333333334	0.1	0.016666666666666663	0.0	0.025	0.0	0.0	0.0	0.0	0.1
20	1.0	0.2	1.0	0.0672	0.08	0.12	0.23333333333333334	0.2	0.08333333333333333	0.0	0.0625	0.0	0.3025	1.0	0.0	0.09	0.005719999999999996	0.04	0.12	0.23333333333333334	0.1	0.016666666666666663	0.0	0.025	0.0	0.0	0.0	0.0	0.09	0.005719999999999996	0.04	0.12	0.23333333333333334	0.1	0.016666666666666663	0.0	0.025	0.0	0.0	0.0	0.0	0.09
11	1.0	0.2	1.0	0.0776	0.09	0.01	0.26666666666666666	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.006666666666666667	0.016120000000000002	0.049999999999999996	0.01	0.26666666666666666	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.006666666666666667	0.016120000000000002	0.049999999999999996	0.01	0.26666666666666666	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.006666666666666667
20	1.0	0.22	1.0	0.07348	0.05	0.0	0.3	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.056666666666666664	-0.004119999999999999	-0.020000000000000004	0.0	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.056666666666666664	-0.004119999999999999	-0.020000000000000004	0.0	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.056666666666666664
20	1.0	0.22	1.0	0.07348	0.05	0.0	0.3	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.05	-0.004119999999999999	-0.020000000000000004	0.0	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.05	-0.004119999999999999	-0.020000000000000004	0.0	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.05
10	1.0	0.22	1.0	0.0776	0.09	0.1	0.26666666666666666	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.14666666666666667	0.004119999999999999	0.049999999999999996	0.1	0.26666666666666666	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.14666666666666667	0.004119999999999999	0.049999999999999996	0.1	0.26666666666666666	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.14666666666666667
20	1.0	0.22	1.0	0.0896	0.09	0.0	0.3	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.05333333333333334	0.016119999999999995	0.049999999999999996	0.0	0.3	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.05333333333333334	0.016119999999999995	0.049999999999999996	0.0	0.3	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.05333333333333334
20	1.0	0.22	1.0	0.0896	0.09	0.0	0.3	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.04666666666666667	0.016119999999999995	0.049999999999999996	0.0	0.3	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.04666666666666667	0.016119999999999995	0.049999999999999996	0.0	0.3	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.04666666666666667
9	1.0	0.22	1.0	0.0896	0.09	0.0	0.3	0.2	0.1	0.0	0.075	0.0	0.3025	1.0	0.0	0.0033333333333333335	0.016119999999999995	0.049999999999999996	0.0	0.3	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.0033333333333333335	0.016119999999999995	0.049999999999999996	0.0	0.3	0.1	0.03333333333333334	0.0	0.0375	0.0	0.0	0.0	0.0	0.0033333333333333335
20	1.0	0.24	1.0	0.07348	0.05	0.05	0.3	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.08	-0.016119999999999995	-0.020000000000000004	0.05	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.08	-0.016119999999999995	-0.020000000000000004	0.05	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.08
20	1.0	0.24	1.0	0.07348	0.05	0.05	0.3	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.04	-0.016119999999999995	-0.020000000000000004	0.05	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.04	-0.016119999999999995	-0.020000000000000004	0.05	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.04
12	1.0	0.24	1.0	0.07348	0.05	0.05	0.3	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.016666666666666666	-0.016119999999999995	-0.020000000000000004	0.05	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.016666666666666666	-0.016119999999999995	-0.020000000000000004	0.05	0.3	-0.1	-0.03333333333333334	0.0	-0.0375	0.0	0.0	0.0	0.0	0.016666666666666666
10	1.0	0.24	1.0	0.1008	0.1	0.13	0.3	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.2	0.027160000000000004	0.060000000000000005	0.13	0.3	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.2	0.027160000000000004	0.060000000000000005	0.13	0.3	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.2
20	1.0	0.24	1.0	0.1088	0.1	0.03	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.14	0.03516	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.14	0.03516	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.14
20	1.0	0.24	1.0	0.1088	0.1	0.03	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.09	0.03516	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.09	0.03516	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.09
20	1.0	0.24	1.0	0.1088	0.1	0.03	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.06333333333333334	0.03516	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.06333333333333334	0.03516	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.06333333333333334
6	1.0	0.24	1.0	0.1088	0.1	0.03	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.03	0.03516	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.03	0.03516	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.03
0	1.0	0.24	1.0	0.1088	0.1	0.13	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.10666666666666667	0.03516	0.060000000000000005	0.13	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.10666666666666667	0.03516	0.060000000000000005	0.13	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.10666666666666667
6	1.0	0.24	1.0	0.1092	0.1	0.03	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.02	0.03556000000000001	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.02	0.03556000000000001	0.060000000000000005	0.03	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.02
9	1.0	0.24	1.0	0.1094	0.1	0.01	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.0033333333333333335	0.03576	0.060000000000000005	0.01	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.0033333333333333335	0.03576	0.060000000000000005	0.01	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.0033333333333333335
20	1.0	0.26	1.0	0.08164	0.05	0.0	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.056666666666666664	-0.027759999999999993	-0.03	0.0	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.049999999999999996	0.0	0.0	0.0	0.0	0.056666666666666664	-0.027759999999999993	-0.03	0.0	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.049999999999999996	0.0	0.0	0.0	0.0	0.056666666666666664
20	1.0	0.26	1.0	0.08164	0.05	0.0	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.02666666666666667	-0.027759999999999993	-0.03	0.0	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.049999999999999996	0.0	0.0	0.0	0.0	0.02666666666666667	-0.027759999999999993	-0.03	0.0	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.049999999999999996	0.0	0.0	0.0	0.0	0.02666666666666667
20	1.0	0.26	1.0	0.08164	0.05	0.0	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.013333333333333334	-0.027759999999999993	-0.03	0.0	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.049999999999999996	0.0	0.0	0.0	0.0	0.013333333333333334	-0.027759999999999993	-0.03	0.0	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.049999999999999996	0.0	0.0	0.0	0.0	0.013333333333333334
9	1.0	0.26	1.0	0.08164	0.05	0.0	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.0033333333333333335	-0.027759999999999993	-0.03	0.0	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.049999999999999996	0.0	0.0	0.0	0.0	0.0033333333333333335	-0.027759999999999993	-0.03	0.0	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.049999999999999996	0.0	0.0	0.0	0.0	0.0033333333333333335
20	1.0	0.26	1.0	0.1094	0.1	0.11	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.14	0.027759999999999993	0.060000000000000005	0.11	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.14	0.027759999999999993	0.060000000000000005	0.11	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.14
20	1.0	0.26	1.0	0.1094	0.1	0.11	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.12666666666666668	0.027759999999999993	0.060000000000000005	0.11	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.12666666666666668	0.027759999999999993	0.060000000000000005	0.11	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.12666666666666668
5	1.0	0.26	1.0	0.1098	0.1	0.01	0.3333333333333333	0.3	0.1	0.0	0.0875	0.0	0.3025	1.0	0.0	0.006666666666666667	0.02815999999999999	0.060000000000000005	0.01	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.006666666666666667	0.02815999999999999	0.060000000000000005	0.01	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.049999999999999996	0.0	0.0	0.0	0.0	0.006666666666666667
9	1.0	0.26	1.0	0.1114	0.12	0.01	0.3333333333333333	0.3	0.1	0.0	0.1	0.0	0.3025	1.0	0.0	0.0033333333333333335	0.029759999999999995	0.07999999999999999	0.01	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.0625	0.0	0.0	0.0	0.0	0.0033333333333333335	0.029759999999999995	0.07999999999999999	0.01	0.3333333333333333	0.19999999999999998	0.03333333333333334	0.0	0.0625	0.0	0.0	0.0	0.0	0.0033333333333333335
20	1.0	0.28	1.0	0.08164	0.05	0.05	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.04666666666666667	-0.029759999999999995	-0.039999999999999994	0.05	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.04666666666666667	-0.029759999999999995	-0.039999999999999994	0.05	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.04666666666666667
20	1.0	0.28	1.0	0.08164	0.05	0.05	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.03666666666666667	-0.029759999999999995	-0.039999999999999994	0.05	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.03666666666666667	-0.029759999999999995	-0.039999999999999994	0.05	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.03666666666666667
12	1.0	0.28	1.0	0.08164	0.05	0.05	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.016666666666666666	-0.029759999999999995	-0.039999999999999994	0.05	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.016666666666666666	-0.029759999999999995	-0.039999999999999994	0.05	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.016666666666666666
11	1.0	0.28	1.0	0.0818	0.05	0.01	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.006666666666666667	-0.0296	-0.039999999999999994	0.01	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.006666666666666667	-0.0296	-0.039999999999999994	0.01	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.006666666666666667
9	1.0	0.28	1.0	0.0818	0.05	0.01	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.0033333333333333335	-0.0296	-0.039999999999999994	0.01	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.0033333333333333335	-0.0296	-0.039999999999999994	0.01	0.3333333333333333	-0.19999999999999998	-0.03333333333333334	0.0	-0.0625	0.0	0.0	0.0	0.0	0.0033333333333333335
0	1.0	0.28	1.0	0.1226	0.13	0.17	0.3333333333333333	0.4	0.1	0.0	0.1125	0.0	0.3025	1.0	0.0	0.24666666666666667	0.0408	0.09	0.17	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.07500000000000001	0.0	0.0	0.0	0.0	0.24666666666666667	0.0408	0.09	0.17	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.07500000000000001	0.0	0.0	0.0	0.0	0.24666666666666667
5	1.0	0.28	1.0	0.123	0.13	0.07	0.3333333333333333	0.4	0.1	0.0	0.1125	0.0	0.3025	1.0	0.0	0.006666666666666667	0.0412	0.09	0.07	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.07500000000000001	0.0	0.0	0.0	0.0	0.006666666666666667	0.0412	0.09	0.07	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.07500000000000001	0.0	0.0	0.0	0.0	0.006666666666666667
20	1.0	0.28	1.0	0.1244	0.14	0.12	0.3333333333333333	0.4	0.1	0.0	0.125	0.0	0.3025	1.0	0.0	0.17666666666666667	0.0426	0.1	0.12	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.0875	0.0	0.0	0.0	0.0	0.17666666666666667	0.0426	0.1	0.12	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.0875	0.0	0.0	0.0	0.0	0.17666666666666667
20	1.0	0.28	1.0	0.1244	0.14	0.12	0.3333333333333333	0.4	0.1	0.0	0.125	0.0	0.3025	1.0	0.0	0.15	0.0426	0.1	0.12	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.0875	0.0	0.0	0.0	0.0	0.15	0.0426	0.1	0.12	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.0875	0.0	0.0	0.0	0.0	0.15
20	1.0	0.28	1.0	0.1244	0.14	0.12	0.3333333333333333	0.4	0.1	0.0	0.125	0.0	0.3025	1.0	0.0	0.11666666666666667	0.0426	0.1	0.12	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.0875	0.0	0.0	0.0	0.0	0.11666666666666667	0.0426	0.1	0.12	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.0875	0.0	0.0	0.0	0.0	0.11666666666666667
10	1.0	0.3	1.0	0.0818	0.05	0.06	0.3333333333333333	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.09666666666666666	-0.0538	-0.06999999999999999	0.06	0.3333333333333333	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.09666666666666666	-0.0538	-0.06999999999999999	0.06	0.3333333333333333	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.09666666666666666
20	1.0	0.3	1.0	0.0898	0.05	0.0	0.36666666666666664	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.06	-0.045799999999999993	-0.06999999999999999	0.0	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.06	-0.045799999999999993	-0.06999999999999999	0.0	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.06
20	1.0	0.3	1.0	0.0898	0.05	0.0	0.36666666666666664	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.03	-0.045799999999999993	-0.06999999999999999	0.0	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.03	-0.045799999999999993	-0.06999999999999999	0.0	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.03
20	1.0	0.3	1.0	0.0898	0.05	0.0	0.36666666666666664	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.013333333333333334	-0.045799999999999993	-0.06999999999999999	0.0	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.013333333333333334	-0.045799999999999993	-0.06999999999999999	0.0	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.013333333333333334
9	1.0	0.3	1.0	0.0898	0.05	0.0	0.36666666666666664	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.0033333333333333335	-0.045799999999999993	-0.06999999999999999	0.0	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.0033333333333333335	-0.045799999999999993	-0.06999999999999999	0.0	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.1	0.0	0.0	0.0	0.0	0.0033333333333333335
0	1.0	0.3	1.0	0.1356	0.15	0.17	0.3333333333333333	0.4	0.1	0.0	0.1375	0.0	0.3025	1.0	0.0	0.26	0.045799999999999993	0.10999999999999999	0.17	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.1	0.0	0.0	0.0	0.0	0.26	0.045799999999999993	0.10999999999999999	0.17	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.1	0.0	0.0	0.0	0.0	0.26
20	1.0	0.3	1.0	0.1376	0.17	0.07	0.3333333333333333	0.4	0.1	0.0	0.15	0.0	0.3025	1.0	0.0	0.18333333333333332	0.047799999999999995	0.13	0.07	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.18333333333333332	0.047799999999999995	0.13	0.07	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.18333333333333332
20	1.0	0.3	1.0	0.1376	0.17	0.07	0.3333333333333333	0.4	0.1	0.0	0.15	0.0	0.3025	1.0	0.0	0.15	0.047799999999999995	0.13	0.07	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.15	0.047799999999999995	0.13	0.07	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.15
6	1.0	0.3	1.0	0.1376	0.17	0.07	0.3333333333333333	0.4	0.1	0.0	0.15	0.0	0.3025	1.0	0.0	0.06333333333333334	0.047799999999999995	0.13	0.07	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.06333333333333334	0.047799999999999995	0.13	0.07	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.06333333333333334
9	1.0	0.3	1.0	0.138	0.17	0.03	0.3333333333333333	0.4	0.1	0.0	0.15	0.0	0.3025	1.0	0.0	0.03333333333333333	0.04820000000000001	0.13	0.03	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.03333333333333333	0.04820000000000001	0.13	0.03	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.03333333333333333
20	1.0	0.32	1.0	0.0898	0.05	0.05	0.36666666666666664	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.08	-0.04820000000000001	-0.08	0.05	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.11249999999999999	0.0	0.0	0.0	0.0	0.08	-0.04820000000000001	-0.08	0.05	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.11249999999999999	0.0	0.0	0.0	0.0	0.08
20	1.0	0.32	1.0	0.0898	0.05	0.05	0.36666666666666664	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.04666666666666667	-0.04820000000000001	-0.08	0.05	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.11249999999999999	0.0	0.0	0.0	0.0	0.04666666666666667	-0.04820000000000001	-0.08	0.05	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.11249999999999999	0.0	0.0	0.0	0.0	0.04666666666666667
20	1.0	0.32	1.0	0.0898	0.05	0.05	0.36666666666666664	0.1	0.06666666666666667	0.0	0.0375	0.0	0.3025	1.0	0.0	0.02666666666666667	-0.04820000000000001	-0.08	0.05	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.11249999999999999	0.0	0.0	0.0	0.0	0.02666666666666667	-0.04820000000000001	-0.08	0.05	0.36666666666666664	-0.30000000000000004	-0.03333333333333334	0.0	-0.11249999999999999	0.0	0.0	0.0	0.0	0.02666666666666667
0	1.0	0.32	1.0	0.1384	0.17	0.14	0.3333333333333333	0.4	0.1	0.0	0.15	0.0	0.3025	1.0	0.0	0.29	0.04844	0.13	0.14	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.29	0.04844	0.13	0.14	0.3333333333333333	0.30000000000000004	0.03333333333333334	0.0	0.11249999999999999	0.0	0.0	0.0	0.0	0.29
